d13C,d18O,foram_species,depth_mcd,age_ka
0.54,2.36,CWUE,98.636400,3158.60000
,2.50,CWUE,98.717400,3160.25000
0.95,2.90,CWUE,98.799300,3161.92000
,2.56,OUMB,98.880300,3163.58000
0.67,2.74,CWUE,98.961300,3165.49000
1.18,2.55,UVIG,99.034100,3168.66000
1.05,2.76,UVIG,99.105900,3171.78000
1.01,2.88,UVIG,99.177700,3174.90000
1.12,2.96,UVIG,99.250300,3177.70000
1.05,2.71,CWUE,99.322100,3180.46000
1.18,2.58,UVIG,99.393900,3183.22000
,,PMURR,99.466700,3186.06000
,2.71,OUMB,99.543000,3189.08000
0.90,2.90,CKULL,99.620300,3192.13000
1.01,2.45,UVIG,99.696700,3195.15000
1.50,2.64,UVIG,99.773000,3198.18000
1.28,2.68,UVIG,99.925800,3204.22000
1.45,2.64,UVIG,100.002000,3207.24000
1.23,2.89,CKULL,100.146000,3212.92000
1.51,3.01,UVIG,100.208000,3215.39000
1.40,2.61,UVIG,100.271000,3217.87000
1.20,2.85,UVIG,100.333000,3220.34000
,2.68,OUMB,100.409000,3222.95000
,2.68,OUMB,100.517000,3226.56000
,,PMURR,100.625000,3230.17000
,2.81,UVIG,100.732000,3233.75000
,2.93,UVIG,100.949000,3240.37000
0.69,2.95,CWUE,101.059000,3242.88000
1.11,2.69,CWUE,101.169000,3245.42000
1.04,2.61,UVIG,101.280000,3247.96000
,2.72,OUMB,101.312000,3248.70000
,2.85,OUMB,101.389000,3250.47000
1.11,3.01,UVIG,101.499000,3253.01000
0.94,2.71,CWUE,101.610000,3255.54000
,,PMURR,101.727000,3258.25000
1.02,2.92,UVIG,101.872000,3262.15000
,3.13,UVIG,102.017000,3266.24000
1.10,3.02,UVIG,102.162000,3270.30000
1.02,3.12,CSPP,102.260000,3273.07000
1.01,2.87,CWUE,102.306000,3274.34000
0.75,3.18,CSPP,102.356000,3275.76000
1.19,3.03,CSPP,102.448000,3278.35000
0.41,3.53,CSPP,102.632000,3283.52000
0.67,3.34,CSPP,102.724000,3286.20000
0.81,3.39,CSPP,102.816000,3290.96000
0.47,3.54,CSPP,102.903000,3295.47000
0.62,3.53,CSPP,102.983000,3299.64000
0.74,3.50,CSPP,103.064000,3303.80000
0.62,3.36,CSPP,103.225000,3312.13000
1.03,3.23,CSPP,103.307000,3315.89000
0.98,3.16,CSPP,103.392000,3318.74000
0.92,2.94,CSPP,103.478000,3321.60000
0.96,3.03,CSPP,103.564000,3324.46000
1.00,3.04,CSPP,103.649000,3327.78000
0.99,2.99,CSPP,103.782000,3333.09000
1.06,2.91,CSPP,103.953000,3339.31000
1.07,3.06,CSPP,104.037000,3341.99000
0.96,2.83,CSPP,104.122000,3344.67000
0.38,3.07,CSPP,104.207000,3347.35000
0.77,3.00,CSPP,104.291000,3350.03000
0.85,2.93,CSPP,104.376000,3352.71000
1.08,2.85,CSPP,104.461000,3355.39000
0.90,2.98,CSPP,104.545000,3358.52000
1.05,2.72,CSPP,104.630000,3361.79000
0.96,2.81,CSPP,104.715000,3365.05000
0.59,2.90,CSPP,104.799000,3368.32000
0.78,3.37,CSPP,104.884000,3371.58000
-0.31,3.03,CSPP,105.053000,3378.11000
0.68,3.01,CSPP,105.138000,3381.38000
0.13,3.15,CSPP,105.223000,3384.85000
1.05,2.92,CSPP,105.307000,3388.52000
0.98,2.86,CSPP,105.392000,3392.18000
0.90,2.92,CSPP,105.477000,3395.85000
0.93,2.90,CSPP,105.565000,3399.70000
0.94,2.66,CSPP,105.654000,3403.55000
0.88,2.74,CSPP,105.743000,3407.40000
0.93,2.71,CSPP,105.832000,3411.60000
0.79,2.65,CSPP,105.921000,3416.04000
0.80,2.68,CSPP,106.010000,3419.99000
0.73,2.93,CSPP,106.099000,3422.96000
0.74,2.80,CSPP,106.188000,3425.92000
0.39,2.86,CSPP,106.276000,3428.88000
0.90,2.83,CSPP,106.376000,3432.20000
0.75,2.68,CSPP,106.476000,3435.53000
0.92,2.62,CSPP,106.576000,3438.87000
1.04,2.67,CSPP,106.676000,3442.75000
0.98,2.95,CSPP,106.873000,3450.85000
0.99,3.13,CSPP,107.142000,3460.61000
0.90,2.83,CSPP,107.231000,3463.71000
0.66,3.09,CSPP,107.321000,3466.69000
0.59,2.89,CSPP,107.418000,3469.94000
1.11,2.82,CSPP,107.522000,3473.61000
1.08,2.51,CSPP,107.625000,3477.38000
1.14,2.48,CSPP,107.729000,3481.15000
0.92,2.69,CSPP,107.833000,3484.96000
1.15,2.80,CSPP,107.937000,3488.80000
1.14,2.90,CSPP,108.144000,3496.48000
0.92,2.72,CSPP,108.248000,3500.32000
0.92,2.61,CSPP,108.351000,3504.16000
1.14,2.74,CSPP,108.455000,3508.00000
1.04,2.93,CSPP,108.559000,3511.85000
0.98,2.75,CSPP,108.663000,3515.20000
0.56,2.81,CSPP,108.766000,3518.34000
0.77,2.58,CSPP,108.870000,3521.48000
0.99,2.75,CSPP,109.077000,3528.22000
0.80,2.89,CSPP,109.178000,3531.61000
0.35,1.75,CSPP,109.381000,3537.70000
0.58,3.10,CSPP,109.585000,3543.43000
1.10,3.02,CSPP,109.666000,3545.97000
1.00,2.84,CSPP,109.759000,3549.46000
1.17,3.00,CSPP,109.790000,3550.63000
0.74,2.73,CSPP,109.863000,3553.35000
1.00,2.90,CSPP,109.966000,3556.88000
1.22,2.43,CSPP,109.998000,3557.92000
0.66,2.43,CSPP,110.174000,3563.80000
0.95,2.72,CSPP,110.309000,3568.30000
0.94,2.52,CSPP,110.485000,3574.18000
1.08,2.65,CSPP,110.516000,3575.21000
1.11,2.71,CSPP,110.620000,3578.67000
0.48,2.98,CSPP,110.724000,3582.13000
0.83,2.70,CSPP,110.832000,3585.62000
1.04,2.94,CSPP,110.944000,3588.86000
0.91,2.51,CSPP,111.168000,3595.34000
0.96,2.53,CSPP,111.247000,3597.61000
1.17,2.42,CSPP,111.280000,3598.58000
1.03,2.66,CSPP,111.359000,3600.85000
0.92,2.38,CSPP,111.392000,3601.82000
0.88,2.56,CSPP,111.471000,3604.09000
1.17,2.33,CSPP,111.504000,3605.06000
1.12,3.17,CSPP,111.943000,3617.47000
1.09,3.10,CSPP,112.054000,3620.56000
1.05,3.07,CSPP,112.158000,3624.12000
1.00,3.02,CSPP,112.263000,3627.80000
1.08,3.23,CSPP,112.471000,3635.16000
1.22,3.12,CSPP,112.680000,3642.69000
1.16,2.72,CSPP,112.784000,3646.55000
1.10,2.82,CSPP,112.992000,3653.12000
1.11,2.83,CSPP,113.097000,3656.13000
1.11,3.02,CSPP,113.305000,3662.15000
0.67,2.97,CSPP,113.618000,3671.19000
0.85,3.26,CSPP,113.722000,3674.20000
0.95,3.03,CSPP,113.827000,3677.65000
1.14,3.12,CSPP,113.931000,3681.24000
1.10,2.81,CSPP,114.036000,3684.83000
0.94,2.61,CSPP,114.141000,3688.12000
0.95,2.63,CSPP,114.245000,3691.25000
0.83,2.65,CSPP,114.350000,3694.39000
1.13,2.77,CSPP,114.454000,3697.53000
0.86,2.66,CSPP,114.559000,3700.66000
0.90,2.84,CSPP,114.663000,3703.80000
0.39,2.68,CSPP,114.768000,3706.94000
0.60,2.90,CSPP,114.872000,3710.07000
0.90,3.02,CSPP,114.977000,3713.21000
0.70,2.92,CSPP,115.081000,3716.39000
0.77,3.20,CSPP,115.114000,3717.50000
0.77,3.10,CSPP,115.218000,3721.08000
0.90,2.80,CSPP,115.321000,3724.66000
0.82,2.61,CSPP,115.425000,3728.24000
1.08,2.76,CSPP,115.737000,3738.98000
1.19,3.23,CSPP,115.841000,3742.56000
1.05,2.87,CSPP,115.945000,3746.13000
0.86,3.30,CSPP,116.049000,3749.36000
0.83,3.10,CSPP,116.257000,3755.60000
1.00,3.10,CSPP,116.360000,3759.22000
1.08,2.77,CSPP,116.464000,3762.91000
1.09,2.91,CSPP,116.568000,3766.61000
1.15,2.72,CSPP,116.672000,3770.30000
0.92,2.78,CSPP,116.776000,3773.99000
1.13,2.87,CSPP,116.880000,3777.69000
1.06,2.80,CSPP,117.088000,3785.08000
1.10,2.98,CSPP,117.192000,3788.80000
1.37,3.10,CSPP,117.293000,3792.51000
0.91,2.84,CSPP,117.394000,3796.22000
1.07,2.82,CSPP,117.495000,3799.76000
1.04,2.69,CSPP,117.596000,3802.79000
0.88,2.88,CSPP,117.698000,3805.83000
1.11,2.79,CSPP,117.799000,3808.79000
1.02,2.93,CSPP,117.900000,3811.57000
1.03,2.81,CSPP,118.001000,3814.35000
0.79,2.98,CSPP,118.102000,3817.13000
0.91,2.97,CSPP,118.203000,3819.99000
0.61,2.76,CSPP,118.304000,3823.03000
0.62,3.40,CSPP,118.405000,3826.06000
0.56,3.14,CSPP,118.507000,3829.10000
0.56,3.40,CSPP,118.608000,3832.02000
0.42,2.72,CSPP,118.709000,3834.75000
0.74,3.01,CSPP,118.911000,3840.22000
0.82,2.90,CSPP,119.011000,3843.16000
1.10,2.80,CSPP,119.191000,3848.66000
1.23,3.31,CSPP,119.371000,3854.62000
0.83,2.98,CSPP,119.552000,3861.35000
0.87,2.89,CSPP,119.656000,3864.85000
0.79,3.34,CSPP,119.759000,3868.29000
0.99,3.31,CSPP,119.862000,3871.74000
1.03,3.36,CSPP,119.965000,3875.17000
0.66,2.98,CSPP,120.069000,3878.49000
1.11,3.07,CSPP,120.172000,3881.81000
1.09,2.77,CSPP,120.378000,3888.46000
0.87,2.87,CSPP,120.481000,3891.78000
1.18,2.68,CSPP,120.585000,3895.10000
0.92,3.04,CSPP,120.688000,3898.43000
1.06,2.76,CSPP,120.791000,3901.75000
1.06,2.83,CSPP,120.894000,3905.68000
0.98,2.72,CSPP,121.101000,3913.87000
0.99,2.69,CSPP,121.204000,3916.78000
0.60,3.06,CSPP,121.307000,3919.69000
0.59,3.36,CSPP,121.410000,3922.60000
0.42,3.21,CSPP,121.512000,3925.53000
0.55,3.23,CSPP,121.612000,3928.46000
1.19,3.06,CSPP,121.712000,3931.39000
1.06,2.96,CSPP,121.812000,3934.33000
0.76,2.48,CSPP,121.922000,3937.55000
0.85,2.67,CSPP,122.112000,3943.13000
0.88,3.15,CSPP,122.212000,3946.05000
0.77,2.64,CSPP,122.273000,3947.62000
0.62,2.81,CSPP,122.373000,3950.18000
0.58,2.65,CSPP,122.473000,3952.74000
0.73,2.77,CSPP,122.573000,3955.31000
0.93,2.71,CSPP,122.673000,3957.87000
1.15,2.79,CSPP,122.873000,3963.00000
1.11,2.82,CSPP,122.973000,3965.57000
1.11,2.77,CSPP,123.083000,3968.61000
1.05,2.82,CSPP,123.192000,3971.69000
1.03,2.83,CSPP,123.301000,3974.77000
0.98,2.81,CSPP,123.410000,3977.86000
0.87,2.93,CSPP,123.520000,3980.94000
1.18,2.56,CSPP,123.638000,3984.27000
0.97,2.86,CSPP,123.761000,3987.75000
1.07,3.22,CSPP,123.884000,3991.23000
1.14,2.91,CSPP,124.255000,4001.67000
1.19,2.88,CSPP,124.378000,4005.15000
1.10,2.68,CSPP,124.501000,4008.63000
1.09,2.71,CSPP,124.625000,4011.60000
1.12,2.77,CSPP,124.748000,4014.24000
1.03,2.79,CSPP,124.984000,4019.45000
0.86,2.78,CSPP,125.095000,4023.16000
0.94,2.87,CSPP,125.206000,4026.87000
0.70,2.92,CSPP,125.317000,4030.45000
1.05,2.89,CSPP,125.429000,4033.85000
0.91,3.35,CSPP,125.603000,4039.17000
0.81,3.21,CSPP,125.713000,4042.53000
0.81,3.02,CSPP,125.824000,4045.90000
1.02,3.07,CSPP,125.934000,4049.26000
1.01,2.94,CSPP,126.045000,4052.63000
1.02,3.09,CSPP,126.266000,4059.36000
0.94,2.95,CSPP,126.377000,4062.68000
1.03,3.11,CSPP,126.487000,4065.94000
1.00,3.12,CSPP,126.819000,4075.75000
1.03,2.98,CSPP,126.930000,4079.02000
0.84,3.02,CSPP,127.040000,4082.29000
0.63,3.01,CSPP,127.151000,4085.56000
0.86,2.86,CSPP,127.261000,4088.83000
0.94,2.93,CSPP,127.394000,4092.75000
0.83,3.02,CSPP,127.482000,4095.39000
0.93,2.88,CSPP,127.593000,4098.86000
0.95,3.08,CSPP,127.704000,4102.34000
0.71,2.63,CSPP,127.814000,4105.81000
1.18,2.98,CSPP,127.925000,4108.62000
1.03,3.12,CSPP,128.035000,4111.38000
0.94,3.04,CSPP,128.380000,4121.02000
1.08,2.71,CSPP,128.498000,4124.75000
0.97,3.09,CSPP,128.736000,4132.52000
0.64,2.37,CSPP,128.854000,4136.47000
1.25,3.08,CSPP,128.973000,4140.54000
0.98,2.82,CSPP,129.091000,4144.63000
0.83,2.96,CSPP,129.210000,4148.16000
1.01,2.75,CSPP,129.329000,4150.91000
0.98,2.80,CSPP,129.447000,4153.67000
1.00,2.64,CSPP,129.566000,4156.42000
0.61,2.58,CSPP,129.684000,4159.17000
0.99,2.89,CSPP,129.790000,4161.59000
1.02,2.86,CSPP,129.890000,4163.85000
1.04,2.67,CSPP,130.090000,4168.39000
1.17,2.79,CSPP,130.190000,4170.65000
1.00,2.78,CSPP,130.294000,4173.01000
0.92,2.86,CSPP,130.413000,4175.70000
0.88,2.77,CSPP,130.532000,4178.76000
0.94,3.10,CSPP,130.651000,4182.16000
0.86,2.85,CSPP,130.770000,4185.56000
1.17,3.14,CSPP,131.008000,4190.75000
0.60,2.74,CSPP,131.365000,4197.89000
0.56,2.54,CSPP,131.484000,4200.08000
0.60,2.92,CSPP,131.722000,4204.45000
0.52,2.83,CSPP,131.841000,4206.63000
0.33,2.84,CSPP,131.960000,4208.81000
0.75,3.06,CSPP,132.079000,4211.99000
0.51,2.72,CSPP,132.192000,4215.11000
0.53,2.50,CSPP,132.298000,4218.03000
0.62,2.70,CSPP,132.404000,4221.07000
0.56,2.71,CSPP,132.510000,4224.40000
0.71,2.93,CSPP,132.616000,4227.73000
0.57,2.77,CSPP,132.723000,4231.13000
0.78,3.04,CSPP,132.834000,4235.39000
0.97,3.07,CSPP,133.056000,4242.99000
0.86,3.01,CSPP,133.278000,4248.80000
0.89,3.50,CSPP,133.384000,4251.58000
0.63,2.74,CSPP,133.594000,4260.94000
0.94,2.97,CSPP,133.699000,4265.49000
0.98,3.19,CSPP,134.026000,4278.07000
0.61,2.68,CSPP,134.149000,4282.10000
0.95,2.89,CSPP,134.394000,4289.81000
0.97,2.71,CSPP,134.517000,4293.67000
0.96,2.95,CSPP,134.756000,4301.25000
0.67,2.86,CSPP,134.802000,4303.08000
0.51,2.77,CSPP,134.864000,4305.58000
0.86,2.75,CSPP,134.927000,4308.08000
0.78,2.42,CSPP,134.989000,4310.58000
0.83,2.67,CSPP,135.052000,4313.05000
0.58,2.46,CSPP,135.177000,4316.58000
0.51,2.79,CSPP,135.364000,4321.87000
0.86,2.82,CSPP,135.455000,4324.51000
0.96,2.69,CSPP,135.584000,4328.81000
0.95,2.63,CSPP,135.842000,4338.68000
1.00,2.75,CSPP,135.971000,4344.59000
0.91,2.63,CSPP,136.061000,4348.00000
0.95,2.57,CSPP,136.148000,4351.22000
0.79,2.47,CSPP,136.235000,4354.44000
0.89,2.67,CSPP,136.322000,4357.39000
0.67,2.65,CSPP,136.409000,4360.29000
,2.92,OUMB,136.458000,4361.94000
0.61,2.72,CSPP,136.496000,4363.19000
0.90,2.84,CWUE,136.545000,4364.84000
0.91,2.94,CWUE,136.571000,4365.71000
0.55,3.07,CSPP,136.584000,4366.16000
,3.02,OUMB,136.659000,4369.15000
0.94,3.16,CKULL,136.698000,4370.72000
1.00,2.93,CSPP,136.715000,4371.40000
0.90,3.18,OUMB,136.790000,4374.39000
,2.85,OUMB,136.829000,4375.97000
1.06,2.77,CSPP,136.846000,4376.65000
,3.11,OUMB,136.921000,4379.64000
,2.92,OUMB,136.960000,4381.21000
1.01,2.66,CSPP,136.977000,4381.90000
,3.03,OUMB,137.052000,4384.89000
,2.55,GORB,137.092000,4386.46000
1.02,2.71,CSPP,137.109000,4387.14000
0.98,3.04,OUMB,137.183000,4390.13000
,2.63,GORB,137.223000,4391.71000
1.14,2.81,CSPP,137.240000,4392.39000
1.05,2.86,CWUE,137.314000,4395.38000
,2.67,UVIG,137.354000,4396.95000
0.81,2.76,CSPP,137.371000,4397.64000
1.08,2.44,CWUE,137.446000,4400.63000
,2.59,OUMB,137.485000,4402.20000
1.24,2.95,CSPP,137.502000,4402.88000
,2.60,OUMB,137.577000,4405.87000
1.06,2.94,CKULL,137.603000,4406.92000
1.04,2.79,CSPP,137.633000,4408.13000
1.06,2.61,CWUE,137.708000,4411.12000
0.91,2.31,CWUE,137.734000,4412.17000
1.09,2.78,CSPP,137.764000,4413.37000
0.96,2.50,CWUE,137.839000,4416.38000
,2.35,OUMB,137.865000,4417.48000
1.17,2.50,CSPP,137.896000,4418.75000
,2.16,OUMB,137.970000,4421.89000
,2.69,OUMB,137.997000,4422.99000
0.86,2.68,CSPP,138.027000,4424.26000
,2.36,OUMB,138.101000,4427.40000
1.12,2.65,CWUE,138.128000,4428.50000
0.99,2.58,CSPP,138.158000,4429.77000
,2.67,OUMB,138.233000,4432.91000
1.31,,UVIG,138.272000,4434.56000
1.14,2.95,CSPP,138.289000,4435.28000
,2.94,OUMB,138.351000,4437.62000
1.04,2.65,CKULL,138.403000,4439.19000
1.10,2.71,CSPP,138.420000,4439.70000
,2.59,OUMB,138.495000,4441.95000
1.11,2.74,CSPP,138.551000,4443.64000
,2.93,OUMB,138.626000,4445.88000
1.05,2.96,CSPP,138.682000,4447.57000
,2.65,UVIG,138.757000,4449.82000
1.05,2.76,CSPP,138.814000,4451.51000
,2.70,OUMB,138.888000,4453.75000
1.16,2.77,CSPP,138.945000,4455.55000
1.00,2.82,CSPP,139.076000,4460.44000
0.82,2.66,OUMB,139.151000,4463.23000
0.91,2.71,CSPP,139.207000,4465.33000
0.69,2.87,CWUE,139.282000,4468.12000
1.03,2.80,CWUE,139.481000,4475.55000
0.95,2.93,CSPP,139.531000,4477.35000
1.04,2.85,CKULL,139.545000,4477.82000
1.16,,OUMB,139.610000,4479.88000
1.05,2.83,CSPP,139.662000,4481.57000
1.12,2.26,UVIG,139.741000,4484.10000
1.17,2.82,CSPP,139.793000,4485.79000
0.97,2.71,CKULL,139.872000,4488.32000
1.15,3.04,CSPP,139.925000,4490.00000
,2.66,OUMB,140.003000,4492.53000
0.88,2.74,CKULL,140.134000,4497.75000
1.08,2.98,CSPP,140.187000,4500.40000
0.34,2.75,CWUE,140.266000,4504.38000
1.12,2.82,CSPP,140.318000,4507.03000
,2.71,OUMB,140.397000,4511.00000
1.04,3.19,CSPP,140.449000,4513.66000
,2.68,OUMB,140.528000,4517.63000
0.91,2.82,CKULL,140.659000,4524.26000
1.20,3.03,CSPP,140.711000,4526.91000
,2.93,OUMB,140.790000,4530.89000
1.30,3.06,CSPP,140.843000,4533.54000
,2.97,OUMB,140.921000,4537.52000
,2.76,OUMB,141.038000,4543.16000
1.12,2.74,CSPP,141.076000,4544.74000
0.75,2.38,CWUE,141.133000,4547.10000
1.27,2.99,CSPP,141.171000,4548.68000
1.02,2.59,CWUE,141.229000,4551.04000
1.06,2.79,CSPP,141.267000,4552.62000
,2.73,OUMB,141.324000,4554.94000
0.99,2.92,CSPP,141.362000,4556.44000
0.86,2.55,OUMB,141.429000,4559.06000
,2.64,OUMB,141.514000,4562.44000
,2.79,OUMB,141.610000,4566.19000
0.77,2.97,CSPP,141.648000,4567.53000
0.87,3.06,CWUE,141.705000,4569.23000
1.01,3.17,CSPP,141.743000,4570.36000
,2.87,OUMB,141.800000,4572.06000
1.08,2.74,CSPP,141.838000,4573.20000
,2.87,OUMB,141.896000,4574.90000
1.32,3.12,CSPP,141.934000,4576.03000
0.98,2.18,CWUE,141.991000,4577.73000
,2.78,OUMB,142.086000,4581.20000
1.21,2.97,CSPP,142.125000,4582.62000
1.12,2.81,CWUE,142.182000,4584.73000
0.95,3.11,CSPP,142.220000,4586.15000
1.23,2.99,CSPP,142.317000,4589.57000
0.50,2.56,CWUE,142.375000,4591.50000
1.08,2.92,CWUE,142.472000,4594.74000
0.85,2.57,CSPP,142.511000,4596.03000
,2.60,OUMB,142.569000,4597.97000
,2.65,OUMB,142.666000,4601.20000
1.10,3.32,CSPP,142.802000,4605.73000
,2.98,OUMB,142.860000,4607.67000
0.82,2.85,CSPP,142.900000,4609.01000
,3.08,OUMB,142.961000,4611.04000
1.06,3.09,CSPP,143.001000,4612.86000
,2.92,OUMB,143.062000,4615.58000
,2.95,OUMB,143.162000,4620.13000
,2.77,OUMB,143.263000,4624.68000
0.93,2.71,CSPP,143.304000,4626.50000
0.97,2.47,CWUE,143.364000,4629.22000
0.99,3.03,CSPP,143.404000,4631.04000
0.76,2.60,CWUE,143.465000,4633.77000
0.70,2.71,CSPP,143.505000,4635.44000
,2.62,OUMB,143.566000,4637.90000
,2.57,OUMB,143.667000,4642.01000
0.90,2.89,CSPP,143.707000,4643.65000
0.86,2.82,CWUE,143.767000,4645.91000
0.79,2.82,CWUE,143.868000,4649.27000
0.60,2.86,CSPP,143.909000,4650.62000
0.97,3.01,CWUE,143.969000,4652.63000
0.99,3.13,CSPP,144.019000,4654.31000
,2.61,OUMB,144.070000,4655.99000
0.76,2.63,CWUE,144.179000,4660.16000
0.83,2.99,CSPP,144.223000,4661.93000
,2.69,OUMB,144.290000,4664.60000
,,PMURR,144.401000,4669.04000
0.55,2.95,CSPP,144.446000,4670.82000
,2.56,OUMB,144.512000,4673.49000
0.97,2.75,CSPP,144.557000,4675.27000
,2.25,OUMB,144.623000,4677.93000
0.66,2.88,CSPP,144.668000,4679.71000
0.81,2.54,CWUE,144.732000,4682.38000
0.73,2.64,CSPP,144.773000,4684.21000
,2.68,OUMB,144.836000,4686.94000
1.14,2.98,CSPP,144.877000,4688.76000
,2.95,OUMB,144.940000,4691.49000
,2.70,OUMB,145.044000,4696.05000
,2.84,OUMB,145.148000,4700.60000
,2.86,OUMB,145.165000,4701.33000
1.14,3.03,CSPP,145.190000,4702.42000
1.05,2.71,CWUE,145.250000,4705.08000
,2.98,GORB,145.257000,4705.37000
,2.54,OUMB,145.351000,4709.52000
,,PMURR,145.353000,4709.60000
0.99,2.37,CWUE,145.446000,4713.67000
,2.32,GORB,145.457000,4714.13000
0.69,2.83,CKULL,145.635000,4721.97000
0.98,2.53,CWUE,145.825000,4729.75000
,2.48,OUMB,146.393000,4750.88000
1.01,,UVIG,146.487000,4754.64000
1.03,2.76,CKULL,146.582000,4758.39000
,3.24,CKULL,146.677000,4762.15000
0.71,,UVIG,146.771000,4765.91000
,2.95,OUMB,146.866000,4769.66000
,3.18,OUMB,146.961000,4773.33000
0.82,,UVIG,147.059000,4776.46000
1.15,2.68,CWUE,147.258000,4782.74000
,2.75,OUMB,147.357000,4785.89000
1.20,2.84,CWUE,147.456000,4789.03000
1.25,2.86,CWUE,147.555000,4792.17000
0.94,,UVIG,147.655000,4795.33000
1.19,,UVIG,147.754000,4798.50000
1.22,,UVIG,147.853000,4801.66000
1.24,,UVIG,147.952000,4804.83000
1.05,2.80,CWUE,148.051000,4807.99000
1.08,,UVIG,148.249000,4814.28000
1.10,,UVIG,148.338000,4817.08000
1.30,,UVIG,148.426000,4819.89000
,2.68,OUMB,148.515000,4822.69000
1.00,,UVIG,148.604000,4825.50000
1.10,,UVIG,148.782000,4831.11000
1.13,,UVIG,148.870000,4833.91000
1.12,,UVIG,148.959000,4836.71000
0.98,,UVIG,149.048000,4839.52000
0.97,,UVIG,149.155000,4842.88000
0.98,3.09,UVIG,149.259000,4846.19000
1.08,2.98,UVIG,149.306000,4847.65000
0.88,2.93,CWUE,149.306000,4847.68000
1.18,3.12,UVIG,149.350000,4849.05000
1.19,3.17,UVIG,149.402000,4850.76000
1.26,2.64,UVIG,149.453000,4852.58000
1.09,2.69,UVIG,149.505000,4854.41000
,2.85,OUMB,149.556000,4856.23000
,2.69,OUMB,149.608000,4858.05000
1.21,2.72,UVIG,149.660000,4859.87000
0.97,2.80,CWUE,149.709000,4861.61000
1.10,2.71,CWUE,149.757000,4863.32000
1.37,2.74,UVIG,149.806000,4865.03000
0.98,2.68,UVIG,149.854000,4866.74000
1.14,2.83,UVIG,149.884000,4867.77000
0.98,2.60,CWUE,149.951000,4870.17000
0.94,2.59,UVIG,150.000000,4871.88000
1.00,2.77,UVIG,150.049000,4873.59000
0.88,2.44,UVIG,150.097000,4875.31000
0.93,2.42,CWUE,150.126000,4876.34000
0.96,2.67,UVIG,150.194000,4878.73000
1.11,2.58,UVIG,150.243000,4880.45000
0.95,2.81,UVIG,150.291000,4882.16000
0.79,2.87,UVIG,150.340000,4883.87000
0.94,2.94,UVIG,150.388000,4885.58000
0.82,3.03,UVIG,150.437000,4887.30000
,3.40,OUMB,150.485000,4889.01000
,3.31,OUMB,150.534000,4890.72000
1.02,3.36,UVIG,150.582000,4892.44000
0.99,3.27,UVIG,150.631000,4894.15000
0.87,3.23,UVIG,150.679000,4895.86000
,3.36,OUMB,150.728000,4897.57000
0.84,3.13,CWUE,150.776000,4899.52000
0.88,2.83,CWUE,150.825000,4901.54000
1.15,2.85,UVIG,150.874000,4903.56000
1.15,2.91,UVIG,150.922000,4905.59000
0.94,2.80,UVIG,150.971000,4907.61000
1.00,2.77,UVIG,151.019000,4909.63000
0.95,2.62,UVIG,151.097000,4912.87000
1.03,2.72,UVIG,151.116000,4913.67000
0.86,2.66,UVIG,151.165000,4915.70000
0.97,2.74,UVIG,151.213000,4917.72000
0.96,2.58,CWUE,151.242000,4918.93000
1.08,2.78,UVIG,151.310000,4921.76000
1.17,2.50,UVIG,151.340000,4923.00000
1.00,2.90,UVIG,151.410000,4925.05000
0.98,2.74,UVIG,151.440000,4925.92000
0.83,2.43,UVIG,151.510000,4927.97000
0.86,2.94,UVIG,151.560000,4929.43000
1.02,2.64,UVIG,151.590000,4930.31000
0.79,2.92,UVIG,151.630000,4931.48000
0.75,3.04,CKULL,151.710000,4933.82000
0.76,2.95,UVIG,151.760000,4935.28000
0.61,3.07,UVIG,151.810000,4936.74000
0.60,2.96,UVIG,151.830000,4937.32000
,2.74,UVIG,151.910000,4939.66000
0.95,2.68,UVIG,151.940000,4940.54000
,2.64,OUMB,152.010000,4942.58000
1.01,2.76,UVIG,152.060000,4944.05000
0.78,2.09,UVIG,152.110000,4945.51000
0.68,2.83,CKULL,152.140000,4946.38000
,2.78,UVIG,152.210000,4948.43000
0.86,2.73,UVIG,152.260000,4949.89000
,2.87,UVIG,152.310000,4951.35000
0.66,2.21,CWUE,152.410000,4954.28000
0.93,2.76,UVIG,152.470000,4956.03000
0.98,2.66,UVIG,152.510000,4957.20000
1.11,2.39,UVIG,152.590000,4959.54000
0.80,2.54,UVIG,152.701000,4962.79000
0.68,2.69,CWUE,152.788000,4965.34000
1.01,2.50,UVIG,152.876000,4967.89000
1.09,2.46,UVIG,152.963000,4970.44000
1.12,2.56,UVIG,153.033000,4972.48000
0.85,2.86,UVIG,153.138000,4975.55000
,2.59,OUMB,153.229000,4978.23000
,2.52,OUMB,153.328000,4981.11000
,2.45,OUMB,153.426000,4983.98000
1.10,2.55,UVIG,153.525000,4986.86000
,2.57,OUMB,153.623000,4989.74000
0.73,2.41,UVIG,153.722000,4992.62000
0.78,2.98,UVIG,153.909000,4998.09000
0.97,2.79,UVIG,153.996000,5000.65000
,2.50,OUMB,154.084000,5003.21000
0.85,2.51,CWUE,154.172000,5005.77000
0.98,2.46,CWUE,154.259000,5008.33000
0.91,2.18,UVIG,154.347000,5010.89000
,2.83,OUMB,154.417000,5012.94000
,2.60,GORB,154.522000,5016.01000
,2.37,OUMB,154.610000,5018.57000
0.65,2.84,CWUE,154.697000,5021.13000
0.83,2.81,UVIG,154.785000,5023.70000
0.33,2.99,CWUE,154.872000,5026.26000
